,Unnamed: 0,Unnamed: 0.1,cik,date,Total Revenue,filenames,Number of customers,MRR,ARR,ARPU,Churn,CRR,MRR Expansion,Number of qualified leads,Penetration Rate,LTV,quater_year,url,year_month,Sales and Marketing,CAC,CAC payback,Gross Margin,quater_year_string,CAC payback period,ASP,LTV : CAC ratio,Total Assets,Total Liabilities Net Minority Interest,debt ratio,Total Equity Gross Minority Interest,Total Debt,Common Stock Equity,Total Capitalization,Shareholder Equity,Private Shareholding,Public Shareholding
526,526,526,1535527,ttm,1451594,1535527_0.csv,14687,483864.6667,5806376,395.3411861,0.158000344,0.841999656,2.367889376,0.033777638,1.35E-05,2502.153958,"('-1', 'ttm')",,2021-ttm,616546,,,76.5860223,"-1,ttm",,296.5026835,,,,,,,,,,,
527,527,527,1535527,1/30/2022,431010,1535527_0.csv,17443,143670,1724040,98.83850255,-0.134061504,1.134061504,0.134084636,0.010029319,1.60E-05,-737.2623704,"('Q4', '2021')",,2021-12,162594,78.85257032,1.043685723,75.55202549,"Q4,2021",0.126714067,0.002015977,-9.349883807,3618381,2580738,0.713230033,1037643,938436,1025764,1765281,1037643,0.587806134,0.412193866
528,528,528,1535527,10/30/2021,380051,1535527_0.csv,15381,126683.6667,1520204,98.83648657,-0.125493927,1.125493927,0.125443454,0.010447491,1.50E-05,-787.57984,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1535527/000153552721000028/Financial_Report.xlsx,2021-09,164960,96.18658892,1.257398856,76.49648198,"Q3,2021",0.15266413,-0.004432495,-8.188042104,3299617,2340047,0.70918746,959570,463935,948182,1687327,959570,0.568692376,0.431307624
529,529,529,1535527,7/30/2021,337690,1535527_0.csv,13666,112563.3333,1350760,98.84091907,-0.115045692,1.115045692,0.115066222,0.009283,1.33E-05,-859.1448965,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1535527/000153552721000022/Financial_Report.xlsx,2021-06,153861,109.1212766,1.417417311,76.98599118,"Q2,2021",0.172084678,0.001819853,-7.873303203,3136045,2224644,0.709378851,911401,807745,904268,1643040,911401,0.554704085,0.445295915
530,530,530,1535527,4/29/2021,302843,1535527_0.csv,12256,100947.6667,1211372,98.83909922,-0.143070323,1.143070323,0.143110041,0.008325066,1.19E-05,-690.8427782,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1535527/000153552721000013/Financial_Report.xlsx,2021-03,135131,88.09061278,1.680312766,52.42512857,"Q1,2021",0.204005837,0.003434229,-7.842410859,2881171,2027774,0.70380203,853397,807257,849264,1587664,853397,0.537517384,0.462482616
531,531,531,1535527,1/30/2021,264929,1535527_0.csv,10722,88309.66667,1059716,98.83566499,,,,0.007282821,1.04E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1535527/000153552721000007/Financial_Report.xlsx,2020-12,112449,,,62.55172414,"Q4,2020",,NaN,,2732533,1860659,0.680928282,871874,792879,870574,1608603,871874,0.542006946,0.457993054
532,532,532,1540755,ttm,592176,1540755_0.csv,1700,197392,2368704,1393.355294,0.08993576,0.91006424,2.640150235,0.013779546,1.56E-06,15492.78387,"('-1', 'ttm')",,2021-ttm,377352,,,53.21906355,"-1,ttm",,1045.006258,,,,,,,,,,,
533,533,533,1540755,1/30/2022,162679,1540755_0.csv,1868,54226.33333,650716,348.3490364,-0.047672462,1.047672462,0.047190823,0.003785433,1.72E-06,-7307.133317,"('Q4', '2021')",,2021-12,99742,1173.435294,22.60943976,51.90023753,"Q4,2021",0.77885468,-0.160217664,-6.227129313,832635,569934,0.684494406,262701,796214,262701,262701,262701,1,0
534,534,534,1540755,10/30/2021,155348,1540755_0.csv,1783,51782.66667,621392,348.5092541,-0.076041038,1.076041038,0.076383692,0.004270471,1.74E-06,-4583.173286,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1540755/000154075521000069/Financial_Report.xlsx,2021-09,92859,736.9761905,19.31227246,38.16102906,"Q3,2021",0.664967334,0.110943867,-6.218889219,758488,493408,0.650515236,265080,643623,265080,265080,265080,1,0
535,535,535,1540755,7/30/2021,144324,1540755_0.csv,1657,48108,577296,348.3983102,-0.112080537,1.112080537,0.111681109,0.003967425,1.61E-06,-3108.463965,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1540755/000154075521000034/Financial_Report.xlsx,2021-06,96281,576.5329341,8.538683867,67.52011704,"Q2,2021",0.294100756,-0.125179734,-5.391650296,729542,467650,0.641018612,261892,3961,261892,261892,261892,1,0
536,536,536,1540755,4/29/2021,129825,1540755_0.csv,1490,43275,519300,348.5234899,-0.059743954,1.059743954,0.059579678,0.003568851,1.45E-06,-5833.619367,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1540755/000154075521000006/Financial_Report.xlsx,2021-03,88470,1053.214286,15.46621085,68.09775815,"Q1,2021",0.532516561,-0.05403496,-5.538872237,714501,451804,0.632335014,262697,4240,262697,262697,262697,1,0
537,537,537,1540755,1/30/2021,122525,1540755_0.csv,1406,40841.66667,490100,348.5775249,,,,0.003368177,1.37E-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1540755/000156459021012868/Financial_Report.xlsx,2020-12,83521,,,72.02336066,"Q4,2020",,NaN,,739125,461112,0.623861999,278013,4694,278013,278013,278013,1,0
538,538,538,1556753,ttm,0,1556753_0.csv,0,0,0,,,,,0,0,,"('-1', 'ttm')",,2021-ttm,0,,,73.43791946,"-1,ttm",,,,,,,,,,,,,
539,539,539,1556753,3/30/2021,0,1556753_0.csv,0,0,0,,,,,0,0,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1556753/000149315221011278/Financial_Report.xlsx,2021-03,0,,,52.00412272,"Q1,2021",,NaN,,561.027,190.006,0.338675322,371.021,6074,371.02,371.021,371.021,1,0
540,540,540,1560327,ttm,535404,1560327_0.csv,9900,178468,2141616,216.3248485,0.75,0.25,0,0.012458499,9.10E-06,288.4331313,"('-1', 'ttm')",,2021-ttm,247453,,,83.28037807,"-1,ttm",,162.2436364,,,,,,,,,,,
541,541,541,1560327,12/30/2021,535404,1560327_0.csv,39600,178468,2141616,54.08121212,-0.301176316,1.301176316,0.301147548,0.0147181,3.86E-05,-179.5666168,"('Q4', '2021')",,2021-12,247453,26.99683613,0.324390576,83.22324415,"Q4,2021",0.071978544,-0.001195712,-6.65139485,1296011,1422006,1.097217539,125995,1860,125995,686068,-125995,-0.183647977,1.183647977
542,542,542,1560327,12/30/2020,411486,1560327_0.csv,30434,137162,1645944,54.08240783,-0.258591456,1.258591456,0.258570961,0.013638235,3.12E-05,-209.1422843,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1560327/000156032721000043/Financial_Report.xlsx,2020-12,195981,31.34191588,0.380976895,82.26723525,"Q4,2020",0.08453253,-0.000880699,-6.672925966,913122,841586,0.921657785,71536,1356,71536,450122,71536,0.158925802,0.841074198
543,543,543,1560327,12/30/2019,326947,1560327_0.csv,24181,108982.3333,1307788,54.08328853,-0.339444968,1.339444968,0.339447173,0.012832396,2.67E-05,-159.3285914,"('Q4', '2019')",,2019-12,157722,25.73792428,0.307806658,83.61717853,"Q4,2019",0.068296141,8.91E-05,-6.190421171,,,,,,,,,,
544,544,544,1560327,12/30/2018,244091,1560327_0.csv,18053,81363.66667,976364,54.08319947,,,,,,,"('Q4', '2018')",,2018-12,123310,,,84.14243303,"Q4,2018",,NaN,,,,,,,,,,,
545,545,545,1561550,ttm,1028784,1561550_0.csv,26044419,342928,4115136,0.158004523,-1.829189303,2.829189303,2.153863604,0.023939127,0.023932034,-0.086379536,"('-1', 'ttm')",,2021-ttm,299497,,,53.3582671,"-1,ttm",,0.016265766,,,,,,,,,,,
546,546,546,1561550,12/30/2021,326198,1561550_0.csv,9205612,108732.6667,1304792,0.141738757,-0.205961047,1.205961047,0.205961078,0.008967088,0.008967087,-0.688182347,"('Q4', '2021')",,2021-12,88905,0.056548581,0.001054873,53.6069983,"Q4,2021",0.089308511,3.60E-09,-12.16975454,2380794,1339591,0.562665649,1041203,308607,1041203,1776685,1041203,0.586036917,0.413963083
547,547,547,1561550,9/29/2021,270488,1561550_0.csv,7633424,90162.66667,1081952,0.141738753,-0.158163797,1.158163797,0.158163811,0.007435636,0.007435636,-0.896151684,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1561550/000156155021000026/Financial_Report.xlsx,2021-09,75827,0.072739011,0.00146584,49.62273885,"Q3,2021",0.124102148,1.75E-09,-12.32009722,2194173,1236761,0.563657013,957412,309462,957412,1692055,957412,0.565827943,0.434172057
548,548,548,1561550,6/29/2021,233549,1561550_0.csv,6590971,77849.66667,934196,0.141738751,-0.176278966,1.176278966,0.176278903,0.006420194,0.006420194,-0.804059354,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1561550/000156155021000018/Financial_Report.xlsx,2021-06,70412,0.071286471,0.001320688,53.9767503,"Q2,2021",0.111813187,-7.52E-09,-11.27926998,2076733,1163854,0.560425437,912879,310371,912879,1646684,912879,0.554374124,0.445625876
549,549,549,1561550,3/30/2021,198549,1561550_0.csv,5603238,66183,794196,0.141738759,0.025308207,0.974691793,0.118390591,0.005458054,0.005458054,5.600505684,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1561550/000156155021000007/Financial_Report.xlsx,2021-03,64353,-0.44231906,-0.007891035,56.05336366,"Q1,2021",-0.668077115,0.018211606,-12.66168744,1952074,1110744,0.569007118,841330,249332,841330,1574298,841330,0.534415975,0.465584025
550,550,550,1561550,12/30/2020,177531,1561550_0.csv,5748728,59177,710124,0.123527152,,,,0.005884063,0.005884061,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1561550/000156459021009770/Financial_Report.xlsx,2020-12,60034,,,54.13091959,"Q4,2020",,NaN,,1890285,932853,0.493498599,957432,190417,957432,1533296,957432,0.624427377,0.375572623
551,551,551,1566610,ttm,9917,1566610_0.csv,251056,3305.666667,39668,0.158004589,-2.067644184,3.067644184,2.419655172,0.000230762,0.000230694,-0.076417688,"('-1', 'ttm')",,2021-ttm,0,,,63.89670035,"-1,ttm",,0.016264608,,,,,,,,,,,
552,552,552,1566610,9/29/2021,2900,1566610_0.csv,81840,966.6666667,11600,0.14173998,-0.2123726,1.2123726,0.212374582,7.97E-05,7.97E-05,-0.667411805,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1566610/000149315221028528/Financial_Report.xlsx,2021-09,0,0,0,61.99707287,"Q3,2021",0,2.32E-07,#NAME?,35889,21479,0.598484215,14410,190128,14410,15285,14410,0.942754334,0.057245666
553,553,553,1566610,6/29/2021,2392,1566610_0.csv,67504,797.3333333,9568,0.141739749,0.053053896,0.946946104,-0.053048298,6.58E-05,6.58E-05,2.67161812,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1566610/000149315221020173/Financial_Report.xlsx,2021-06,0,0,0,63.66912458,"Q2,2021",0,8.38E-07,#NAME?,36422,22935,0.629701829,13487,275537,13487,14362,13487,0.939075338,0.060924662
554,554,554,1566610,3/30/2021,2526,1566610_0.csv,71286,842,10104,0.141738911,-0.04881709,1.04881709,0.203430205,6.94E-05,6.94E-05,-2.903469046,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1566610/000149315221011251/Financial_Report.xlsx,2021-03,0,0,0,65.49085908,"Q1,2021",0,0.018210191,#NAME?,43594,20496,0.470156444,23098,271843,23098,24063,23098,0.959896937,0.040103063
555,555,555,1566610,12/30/2020,2099,1566610_0.csv,67968,699.6666667,8396,0.123528719,,,,6.96E-05,6.96E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1566610/000149315221007445/Financial_Report.xlsx,2020-12,0,,,64.51885282,"Q4,2020",,NaN,,32542,21797,0.669811321,10745,269549,10745,12203,10745,0.880521183,0.119478817
556,556,556,1567771,ttm,0,1567771_0.csv,0,0,0,,,,,0,0,,"('-1', 'ttm')",,2021-ttm,0,,,62.45601689,"-1,ttm",,,,,,,,,,,,,
557,557,557,1567771,3/30/2021,0,1567771_0.csv,0,0,0,,,,,0,0,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1567771/000149315221014247/Financial_Report.xlsx,2021-03,0,,,78.60159493,"Q1,2021",,,,849.821,4754,5.594119232,3904,7933,3904,3754,-3904.179,-1.040005061,2.040005061
558,558,558,1567771,12/30/2020,0,1567771_0.csv,0,0,0,,,,,0,0,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1567771/000149315221013331/Financial_Report.xlsx,2020-12,0,,,79.93236264,"Q4,2020",,NaN,,803.276,4442,5.529855243,3639,7875,3639,3639,-3638.724,-0.999924155,1.999924155
559,559,559,1567900,ttm,5468,1567900_0.csv,100000,1822.666667,21872,0.21872,0.071331061,0.928668939,2.714673913,0.000127237,9.19E-05,3.066265892,"('-1', 'ttm')",,2021-ttm,1142,,,79.81334149,"-1,ttm",,0.164039973,,,,,,,,,,,
560,560,560,1567900,9/29/2021,1472,1567900_0.csv,107681,490.6666667,5888,0.054680027,-0.005471777,1.005471777,0.005464481,4.05E-05,0.000104891,-9.993101543,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1567900/000143774921026767/Financial_Report.xlsx,2021-09,286.057,0.488151877,0.006342608,76.96389941,"Q3,2021",1.391939711,-3.97E-07,-20.47129594,1078,2799,2.596474954,1722,9199,1725,791.432,-1721,-2.174539316,3.174539316
561,561,561,1567900,6/29/2021,1464,1567900_0.csv,107095,488,5856,0.054680424,0.017450022,0.982549978,-0.017449664,4.02E-05,0.00010432,3.133544777,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1567900/000143774921020157/Financial_Report.xlsx,2021-06,347.188,-0.182538381,-0.002364196,77.2094889,"Q2,2021",-0.518839329,1.99E-08,-17.16649817,1249,2898,2.320256205,1649,7964,1654,732.304,-1649,-2.251797068,3.251797068
562,562,562,1567900,3/30/2021,1490,1567900_0.csv,108997,496.6666667,5960,0.054680404,-0.428569556,1.428569556,0.428571429,4.10E-05,0.000106173,-0.127588167,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1567900/000143774921012445/Financial_Report.xlsx,2021-03,207.312,0.00634001,8.07E-05,78.51568111,"Q1,2021",0.017720791,7.17E-08,-20.12428353,1527,2954,1.934512115,1427,9516,1432,523.731,-1427,-2.724681182,3.724681182
563,563,563,1567900,12/30/2020,1043,1567900_0.csv,76298,347.6666667,4172,0.054680332,,,,3.46E-05,7.81E-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1567900/000143774921007800/Financial_Report.xlsx,2020-12,301.071,,,74.27831752,"Q4,2020",,NaN,,1158,2916,2.518134715,1758,23299,1763,867.606,-1758,-2.026265379,3.026265379
564,564,564,1568100,ttm,262171,1568100_0.csv,11000,87390.33333,1048684,95.33490909,0.086606327,0.913393673,2.653442029,0.006100547,1.01E-05,1100.784574,"('-1', 'ttm')",,2021-ttm,152108,,,75.97976807,"-1,ttm",,71.50031638,,,,,,,,,,,
565,565,565,1568100,10/30/2021,71760,1568100_0.csv,12043,23920,287040,23.83459271,-0.062555144,1.062555144,0.062544421,0.001972661,1.17E-05,-381.0173114,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1568100/000156810021000047/Financial_Report.xlsx,2021-09,40176,56.66572638,0.763553839,74.21313797,"Q3,2021",0.384426375,-0.000240536,-6.72394648,782086,508697,0.650436141,273389,4528,273389,554004,273389,0.493478386,0.506521614
566,566,566,1568100,7/30/2021,67536,1568100_0.csv,11334,22512,270144,23.83483325,-0.062031484,1.062031484,0.062037081,0.001856545,1.10E-05,-384.2376743,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1568100/000156810021000037/Financial_Report.xlsx,2021-06,40814,61.65256798,0.828394622,74.42415283,"Q2,2021",0.417067548,0.000125599,-6.232306081,778512,493340,0.633696077,285172,4924,285172,565334,285172,0.504431009,0.495568991
567,567,567,1568100,4/29/2021,63591,1568100_0.csv,10672,21197,254364,23.83470765,-0.07267062,1.07267062,0.072650294,0.001748098,1.04E-05,-327.9827197,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1568100/000156810021000029/Financial_Report.xlsx,2021-03,37234,51.49930844,0.71242015,72.28783241,"Q1,2021",0.358680372,-0.000451666,-6.368682021,775355,481299,0.620746626,294056,5181,294056,573759,294056,0.512507865,0.487492135
568,568,568,1568100,1/30/2021,59284,1568100_0.csv,9949,19761.33333,237136,23.83515931,,,,0.0016297,9.69E-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1568100/000156810021000011/Financial_Report.xlsx,2020-12,33884,,,69.71234639,"Q4,2020",,NaN,,795443,428716,0.53896508,366727,5260,366727,584255,366727,0.627683118,0.372316882
569,569,569,1576169,ttm,263097,1576169_0.csv,20000000,87699,1052388,0.0526194,0.124224391,0.875775609,2.503102365,0.006122094,0.01837786,0.423583481,"('-1', 'ttm')",,2021-ttm,46385,,,84.66297308,"-1,ttm",,0.03946455,,,,,,,,,,,
570,570,570,1576169,12/30/2021,75104,1576169_0.csv,22836900,25034.66667,300416,0.01315485,-0.210847057,1.210847057,0.210847064,0.002064587,0.022245178,-0.062390486,"('Q4', '2021')",,2021-12,11904,0.002993488,3.58E-05,83.67533844,"Q4,2021",0.032634381,7.87E-11,-20.84207002,260841,257965,0.988974126,2876,105715,76317,110157,2876,0.026108191,0.973891809
571,571,571,1576169,9/29/2021,62026,1576169_0.csv,18860268,20675.33333,248104,0.01315485,-0.018422439,1.018422439,0.018422435,0.001705077,0.018371584,-0.714066716,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1576169/000156459021054582/Financial_Report.xlsx,2021-09,12669,0.037134307,0.000445572,83.34074959,"Q3,2021",0.406455736,-4.18E-11,-19.2292998,252405,254430,1.00802282,2025,97393,81218,103612,-2025,-0.019544068,1.019544068
572,572,572,1576169,6/29/2021,60904,1576169_0.csv,18519101,20301.33333,243616,0.01315485,0.063922631,0.936077369,-0.06392266,0.001674233,0.018039257,0.205793318,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1576169/000156459021041019/Financial_Report.xlsx,2021-06,10921,-0.008635741,-0.00010164,84.96361699,"Q2,2021",-0.092717553,-4.08E-10,-23.83041772,352296,335794,0.953158707,16502,100364,62691,206591,16502,0.079877633,0.920122367
573,573,573,1576169,3/30/2021,65063,1576169_0.csv,19783729,21687.66667,260252,0.013154851,0.146490899,0.853509101,-0.146490883,0.001788563,0.019271117,0.089799781,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1576169/000156459021024356/Financial_Report.xlsx,2021-03,10891,-0.003207429,-3.70E-05,86.67403875,"Q1,2021",-0.033756966,2.46E-10,-27.99742959,361694,333115,0.920985695,28579,102909,50614,215755,28579,0.13246043,0.86753957
574,574,574,1576169,12/30/2020,76230,1576169_0.csv,23179283,25410,304920,0.01315485,,,,0.002526557,0.023724957,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1576169/000156459021011839/Financial_Report.xlsx,2020-12,12347,,,85.05071352,"Q4,2020",,NaN,,362372,331774,0.915561909,30598,106016,48595,214906,30598,0.142378528,0.857621472
575,575,575,1576914,ttm,141530,1576914_0.csv,750000,47176.66667,566120,0.754826667,0.0229337,0.9770663,2.908264988,0.00329331,0.00068917,32.91342698,"('-1', 'ttm')",,2021-ttm,14680,,,65.75041231,"-1,ttm",,0.56611999,,,,,,,,,,,
576,576,576,1576914,12/30/2021,36213,1576914_0.csv,767604,12071,144852,0.188706677,-0.003854016,1.003854016,0.003853191,0.000995485,0.000747715,-48.96365165,"('Q4', '2021')",,2021-12,4027,1.366474381,0.021393395,63.8736565,"Q4,2021",1.360422151,-1.55E-07,-35.83210366,172100,52664,0.306008135,119436,29155,119431,119431,119436,1.000041865,-4.19E-05
577,577,577,1576914,9/29/2021,36074,1576914_0.csv,764657,12024.66667,144296,0.188706832,-0.03369743,1.03369743,0.033698206,0.000991664,0.000744844,-5.600036298,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1576914/000162828021021908/Financial_Report.xlsx,2021-09,3872,0.155333574,0.002382788,65.18984903,"Q3,2021",0.151523147,1.42E-07,-36.05167996,173211,48941,0.282551339,124270,29590,124265,124265,124270,1.000040237,-4.02E-05
578,578,578,1576914,6/29/2021,34898,1576914_0.csv,739730,11632.66667,139592,0.18870669,-0.016101471,1.016101471,0.016101325,0.000959336,0.000720563,-11.71984134,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1576914/000162828021015706/Financial_Report.xlsx,2021-06,3512,0.299607575,0.004628148,64.73595261,"Q2,2021",0.294307409,-2.72E-08,-39.11730643,179329,50434,0.281237279,128895,30025,128890,128890,128895,1.000038793,-3.88E-05
579,579,579,1576914,3/30/2021,34345,1576914_0.csv,728008,11448.33333,137380,0.188706718,-0.007067377,1.007067377,0.00706662,0.000944134,0.000709145,-26.70109559,"('Q1', '2021')",,2021-03,3269,0.639851243,0.009247962,69.18834956,"Q1,2021",0.588084771,-1.42E-07,-41.73016133,171146,47747,0.278984025,123399,30459,123394,123394,123399,1.000040521,-4.05E-05
580,580,580,1576914,12/30/2020,34104,1576914_0.csv,722899,11368,136416,0.188706859,,,,0.001130338,0.000739917,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1576914/000162828021012152/Financial_Report.xlsx,2020-12,2882,,,63.40985041,"Q4,2020",,NaN,,173549,50427,0.290563472,123122,30894,123117,123117,123122,1.000040612,-4.06E-05
581,581,581,1580808,ttm,250042,1580808_0.csv,6329996,83347.33333,1000168,0.158004523,-2.173883286,3.173883286,2.538113229,0.005818313,0.005816589,-0.072683076,"('-1', 'ttm')",,2021-ttm,85651,,,48.02011677,"-1,ttm",,0.016265725,,,,,,,,,,,
582,582,582,1580808,12/30/2021,70671,1580808_0.csv,1994401,23557,282684,0.141738798,-0.081257455,1.081257455,0.08125765,0.001942725,0.001942725,-1.744317474,"('Q4', '2021')",,2021-12,25456,0.169841408,0.003586545,47.35516373,"Q4,2021",0.303646821,2.56E-08,-10.27027213,393085,184197,0.468593307,208888,78327,208888,208888,208888,1,0
